,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,D_1,-273.88116455078125,141.29281616210938,-57.341766357421875,14.325743675231934,-31.028785705566406,-20.6590518951416,-21.62257957458496,-18.520044326782227,-7.641406536102295,-18.56000518798828,-13.063337326049805,-19.134862899780273,-12.77265453338623,-4.5710930824279785,0.6368653774261475,16.138952255249023,21.149717330932617,8.39148998260498,-0.5784979462623596,2.0393006801605225,3371.801025390625,973.3172607421875,497.7281494140625,134.6956787109375,190.0016632080078,166.20387268066406,104.75479125976562,112.94876098632812,72.312744140625,80.28862762451172,126.13909912109375,105.99234771728516,111.984130859375,211.3854217529297,456.2747802734375,131.85255432128906,143.6859588623047,328.4247131347656,333.9867248535156,97.91138458251953,0.08693522639318886,2574.651098103715,512309.5864715295,0.12128950655460358,0.046815425157547,0.09476224333047867,0.12843377888202667,0.11445368826389313,0.09237321466207504,0.1807979941368103,0.4676637053489685,0.44704878330230713,0.2960188090801239,0.17146319150924683,0.38185253739356995,0.024295344948768616,0.009608308784663677,0.0184321366250515,0.027848485857248306,0.03701759874820709,0.012541528791189194,0.036697641015052795,0.19469404220581055,0.1408199667930603,0.16105356812477112,0.03230853006243706,0.1884668916463852,1389.2258429117167,127352.90258108979
1,D_1,-296.88262939453125,144.95187377929688,-36.26188659667969,-8.227130889892578,0.9727946519851685,-22.268850326538086,-19.029258728027344,-1.1751798391342163,11.63242244720459,13.101523399353027,2.2062408924102783,3.8033297061920166,2.9749562740325928,-9.534350395202637,-14.513287544250488,-6.174332141876221,-1.3303248882293701,2.3322253227233887,4.362524509429932,-8.846803665161133,2227.68798828125,344.4334716796875,548.64892578125,150.8286590576172,105.7894515991211,86.68599700927734,99.91620635986328,83.85631561279297,77.0263900756836,75.46147918701172,68.11869812011719,73.33550262451172,62.20294189453125,59.798309326171875,68.47964477539062,51.7614631652832,55.68070983886719,53.66921615600586,59.14208221435547,53.63564682006836,0.0754111086251935,1959.9214819562694,82853.36243552004,0.05393072962760925,0.14630654454231262,0.19620078802108765,0.11284924298524857,0.4940837323665619,0.6090362071990967,0.3658227026462555,0.18810519576072693,0.08955047279596329,0.25771063566207886,0.1514347940683365,0.06178082898259163,0.01130297314375639,0.03255518153309822,0.09111278504133224,0.008643517270684242,0.15844644606113434,0.12585465610027313,0.09616680443286896,0.08624149113893509,0.008547235280275345,0.08495380729436874,0.030745279043912888,0.009157855063676834,1169.7734758083443,18003.100831627253
2,D_1,-268.8882141113281,161.78819274902344,-4.67789363861084,16.800004959106445,-10.585258483886719,0.8720173239707947,-20.106290817260742,-10.925312995910645,-16.42112159729004,-1.7043721675872803,-5.495973587036133,10.302371978759766,7.670140266418457,2.127542734146118,-8.04111099243164,-9.03406810760498,-4.74720573425293,2.2374472618103027,-0.21672214567661285,-4.757918357849121,1700.8214111328125,236.98292541503906,171.14707946777344,123.60273742675781,117.10896301269531,91.31685638427734,101.00072479248047,54.49127960205078,48.467254638671875,66.12957000732422,49.14331817626953,83.91848754882812,60.65028762817383,41.557247161865234,59.662933349609375,80.45919799804688,63.829551696777344,51.737953186035156,63.06056594848633,93.57251739501953,0.047408254523026314,1543.3823340448432,140584.01112974013,0.1250169426202774,0.23736460506916046,0.77877277135849,0.19216029345989227,0.14255112409591675,0.14172466099262238,0.12066742777824402,0.08154977113008499,0.0489097498357296,0.07268072664737701,0.09886417537927628,0.1567631959915161,0.04207973927259445,0.01899961568415165,0.1423860788345337,0.017076589167118073,0.07130388170480728,0.06886355578899384,0.06205201521515846,0.04926672205328941,0.010610717348754406,0.027559230104088783,0.02588564157485962,0.06366992741823196,982.6495488060256,31200.252649583275
3,D_1,-274.3298034667969,67.43617248535156,-95.89136505126953,-20.957487106323242,-50.29405975341797,-19.32802963256836,-38.75655746459961,-19.058578491210938,-15.23888874053955,-4.900210857391357,11.4039888381958,3.4208908081054688,-10.552959442138672,-16.200151443481445,-19.591978073120117,-6.964996337890625,7.702885627746582,13.52721118927002,14.813920974731445,17.922475814819336,4890.83642578125,677.16552734375,337.79541015625,120.77420806884766,280.2237243652344,99.25624084472656,161.39866638183594,122.32442474365234,105.07038879394531,243.69656372070312,291.94256591796875,426.4618225097656,354.37744140625,117.16193389892578,72.49642944335938,135.86407470703125,209.96737670898438,205.14686584472656,265.4581298828125,167.45513916015625,0.12672523522155574,3361.3046746504933,492743.1622004485,0.1251031905412674,0.2776012718677521,0.24918965995311737,0.23271441459655762,0.28057989478111267,0.39022254943847656,0.693812906742096,0.18194188177585602,0.23704734444618225,0.10635759681463242,0.18209439516067505,0.07737386226654053,0.028851527720689774,0.09314911812543869,0.10649395734071732,0.07908511906862259,0.09972060471773148,0.0829583927989006,0.1463107168674469,0.012397894635796547,0.1051773652434349,0.0250714011490345,0.07540755718946457,0.01505286619067192,1907.2123725782142,86945.69006475876
4,D_1,-63.603275299072266,75.5655746459961,-28.3654727935791,27.19140625,-19.589031219482422,4.310970783233643,-13.412163734436035,-2.4094433784484863,-15.120989799499512,3.0535507202148438,-14.807607650756836,1.7751080989837646,-8.222029685974121,4.682618141174316,-9.92237377166748,4.5251922607421875,-8.115178108215332,4.11979866027832,-6.459865093231201,5.756175518035889,1506.488525390625,474.7889404296875,200.2073211669922,124.57023620605469,131.02232360839844,51.512638092041016,59.99870681762695,74.98125457763672,59.252769470214844,56.57250213623047,73.53667449951172,46.99835968017578,56.38554382324219,47.056617736816406,50.132080078125,48.2885856628418,69.06709289550781,75.23628234863281,39.63066101074219,36.84450149536133,0.12925205289763933,5055.77776173689,691715.4058773011,0.2787131071090698,0.2999950349330902,0.21622750163078308,0.2582129240036011,0.2574124038219452,0.22366264462471008,0.2501859962940216,0.32838407158851624,0.48513898253440857,0.2834644615650177,0.20007368922233582,0.29974132776260376,0.07299316674470901,0.11229661852121353,0.05935971438884735,0.0747300311923027,0.08021838217973709,0.0628264844417572,0.07649893313646317,0.06941814720630646,0.16173155605793,0.09812453389167786,0.042023222893476486,0.11224603652954102,2591.413305875843,247239.76659659465
5,D_1,-304.405029296875,140.5514678955078,-50.74016189575195,-0.3314018249511719,-15.030451774597168,-20.748022079467773,-4.416504859924316,-10.945039749145508,-21.644771575927734,0.9263423681259155,5.8386640548706055,-19.789241790771484,-6.373961448669434,-6.339395523071289,-19.1784725189209,-4.200751781463623,3.126760721206665,-2.415142059326172,6.838619232177734,12.98517894744873,4029.250732421875,723.8571166992188,997.2277221679688,368.1764831542969,356.96331787109375,248.83969116210938,160.7230987548828,174.13966369628906,284.4338073730469,119.6271743774414,160.63613891601562,251.82684326171875,85.48080444335938,82.4898910522461,138.2627410888672,185.50570678710938,327.1996765136719,366.87005615234375,317.0376892089844,196.0351104736328,0.07182042738970588,2198.186707865712,393807.23516643007,0.09679743647575378,0.10717075318098068,0.19622902572155,0.3050185739994049,0.5654277801513672,0.2058195173740387,0.18691086769104004,0.2623395621776581,0.18861867487430573,0.07508257031440735,0.07975936681032181,0.13312749564647675,0.044240061193704605,0.05317295715212822,0.08492554724216461,0.09152892976999283,0.19042448699474335,0.04173431545495987,0.09201614558696747,0.13175252079963684,0.08406811207532883,0.032096974551677704,0.0290072038769722,0.06155606731772423,1223.0092040297548,48232.463500163096
6,D_1,-178.96498107910156,130.0842742919922,-90.26480102539062,46.93638610839844,-34.41205596923828,6.538588523864746,-9.795945167541504,-9.897173881530762,0.40790310502052307,-12.577394485473633,-7.261349201202393,-8.467841148376465,-5.469034194946289,-6.187283515930176,-1.3890351057052612,-5.42315673828125,-1.9448699951171875,6.766209125518799,-4.766022682189941,-7.48223876953125,6906.4365234375,554.1840209960938,673.59130859375,214.01470947265625,305.4569396972656,181.2450408935547,201.38267517089844,155.43368530273438,105.1758041381836,152.40037536621094,121.66748809814453,113.5276107788086,119.7056884765625,119.18547058105469,96.17398071289062,102.43512725830078,84.61451721191406,92.0601806640625,89.97709655761719,89.30313873291016,0.14632640165441177,3714.685871136078,360705.3957005629,0.34424880146980286,0.30924418568611145,0.2808179259300232,0.39285585284233093,0.20871224999427795,0.15430498123168945,0.17974115908145905,0.3221489191055298,0.4755086600780487,0.3933475613594055,0.4103948771953583,0.2993844747543335,0.09709480404853821,0.08495841920375824,0.05975702777504921,0.1108337864279747,0.040965814143419266,0.04534205049276352,0.05136838182806969,0.08415806293487549,0.14627115428447723,0.10326768457889557,0.12000494450330734,0.06482136994600296,1998.6605524200336,58730.378801177714
7,D_1,-296.05670166015625,127.9587631225586,-19.580284118652344,-0.5674415826797485,-31.92997169494629,-11.86205768585205,-19.858591079711914,-19.5667781829834,-16.505430221557617,-13.746644020080566,-13.642186164855957,-17.379873275756836,-2.698925018310547,-11.989846229553223,-10.721535682678223,-2.566408634185791,-1.8419703245162964,-1.1182918548583984,0.9284753203392029,6.97373628616333,6516.537109375,700.506103515625,530.2628784179688,219.1167755126953,299.2806701660156,103.73246765136719,112.58296203613281,112.28582000732422,57.65690231323242,75.78807067871094,63.175514221191406,91.89986419677734,61.78807067871094,75.26920318603516,72.87264251708984,78.36087799072266,126.75586700439453,169.96714782714844,242.37156677246094,202.25411987304688,0.06670632377128483,2105.4289354259386,675635.2909019552,0.3349806070327759,0.10661814361810684,0.22615230083465576,0.3030526340007782,0.347197562456131,0.3998272716999054,0.2301398068666458,0.312032014131546,0.13863535225391388,0.11090491712093353,0.14893053472042084,0.17423009872436523,0.15667858719825745,0.012022907845675945,0.0751589983701706,0.13775241374969482,0.08048110455274582,0.16635021567344666,0.058838363736867905,0.12978804111480713,0.046115826815366745,0.04333014413714409,0.05806400999426842,0.042563799768686295,1173.5896344005232,76681.37976213933
8,D_1,-311.81640625,92.36145782470703,-22.904132843017578,7.217156887054443,-1.2779215574264526,20.51779556274414,28.79987144470215,8.321273803710938,-5.160966873168945,-4.150538921356201,-3.788346290588379,9.466116905212402,5.832538604736328,-7.395411014556885,-4.16904354095459,4.41827392578125,3.7742927074432373,8.482915878295898,8.902705192565918,5.639088153839111,10838.4775390625,997.7221069335938,2109.76025390625,241.3807830810547,364.2528991699219,359.8307800292969,808.0189819335938,368.2969055175781,253.40794372558594,163.97711181640625,209.54348754882812,352.60546875,299.7202453613281,196.92848205566406,94.01094818115234,102.68876647949219,122.80297088623047,328.9129333496094,272.0196533203125,464.7064208984375,0.07268512359713622,2734.1668002007546,1047900.0516674083,0.23369555175304413,0.27433693408966064,0.20113332569599152,0.3914666771888733,0.38285335898399353,0.22606508433818817,0.17949019372463226,0.17879840731620789,0.28729766607284546,0.14429321885108948,0.12846435606479645,0.17510269582271576,0.12316125631332397,0.1493646651506424,0.07298722118139267,0.17349819839000702,0.14392514526844025,0.10742443799972534,0.09775342047214508,0.08005379140377045,0.16542863845825195,0.0567580908536911,0.06365424394607544,0.08427086472511292,1466.569769073894,140950.93681533058
9,D_1,-250.97999572753906,52.64994812011719,-70.33052062988281,-36.11398696899414,-41.12541198730469,-8.272401809692383,-20.334060668945312,-3.794658899307251,-27.4365177154541,-3.1496741771698,-25.428611755371094,-11.835869789123535,2.612255096435547,21.063552856445312,23.38882064819336,27.654829025268555,8.929723739624023,4.863377094268799,-0.4147889316082001,-3.041550874710083,5342.26220703125,655.0304565429688,137.15806579589844,50.47032165527344,63.218990325927734,49.990699768066406,89.43374633789062,62.06813430786133,54.418704986572266,51.92539596557617,71.92899322509766,75.33656311035156,116.32124328613281,134.94918823242188,119.26085662841797,144.3314971923828,233.16355895996094,190.83734130859375,97.95503234863281,171.41241455078125,0.13111145208494582,4220.116148201674,1715498.942815233,0.5007702112197876,0.12008115649223328,0.1404738575220108,0.18836821615695953,0.05732039734721184,0.08703221380710602,0.1423068791627884,0.22693085670471191,0.39768263697624207,0.16982212662696838,0.44476914405822754,0.47466257214546204,0.1691797375679016,0.044045839458703995,0.0574696883559227,0.06605613976716995,0.0044120610691607,0.017935216426849365,0.02262211963534355,0.038732513785362244,0.17630638182163239,0.012827671132981777,0.15023167431354523,0.09988078474998474,2213.633884357662,215459.6052454184
